지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2018-01-01,2.3,-1,603,7.1,1431,,,,,,,7.7,50,1304,3.7,20,1310,1.6,1411,-6.7,33,1521,52.6,3.7,1019.1,1030.1,2358,1026.2,50,1028.3,9.8,8.9,1200,2.04,12.02,,,,,,.4,.4,1.3,-8,,,,,,,,,,1.5,2.1,,
156,2018-01-02,2.2,-2.9,628,8.4,1539,,,,,,,5.8,50,1936,3,20,2000,.9,779,-3.4,51,1236,67,4.8,1020,1030.8,820,1027.4,1509,1029.2,9.9,4.9,1200,1.76,8.54,,,,,,2.6,2.6,-.3,-9.1,,,,,,,,,,1.1,1.5,,
156,2018-01-03,.2,-2.5,750,3.8,1413,,,,,,,7,360,1648,3.3,20,1447,1.7,1429,-8.5,34,1213,52.6,3.2,1021.5,1032.9,1009,1029.2,4,1030.7,9.9,8.9,1200,2.1,12.36,,,,,,2.1,1.4,-.3,-8,,,,,,,,,,1.5,2.1,,
156,2018-01-04,-.6,-2.3,539,2.1,1426,,,,,,,5.6,20,18,2.8,20,23,1.3,1120,-8.8,41,1539,54.5,3.2,1017.5,1030.8,11,1022.7,2339,1026.7,9.9,.7,1100,1.29,6.91,,,,,,8.9,7.3,-.6,-6.5,,,,,,,,,,.8,1.1,,
156,2018-01-05,1.4,-1.2,511,5.2,1505,,,,,,,8.1,20,1557,3.8,20,1605,1.3,1154,-5.8,47,1448,58.9,4,1012.5,1023.2,27,1019.9,1402,1021.7,9.9,4.3,1400,1.48,8.25,,,,,,7.6,7.6,.7,-4.8,,,,,,,,,,1.2,1.7,,
156,2018-01-06,2.3,-1.3,732,7.2,1405,,,,,,,7.7,20,414,4.4,20,422,1.4,1241,-6.1,31,1339,55.5,3.9,1014.8,1025.4,2308,1021.4,1651,1023.9,9.9,8.8,1200,2.12,12.75,,,,,,1.6,1.3,1.4,-7.8,,,,,,,,,,1.6,2.3,,
156,2018-01-07,2.6,-2.2,427,6.9,1642,3.63,,,,,2.7,5.7,50,543,3.7,50,546,1,882,-2.6,47,1419,70.4,5.2,1011.7,1025.2,1,1016.7,2357,1020.7,9.9,.5,1400,1.06,4.67,,,,,,8.5,6,.6,-8.9,,,,,,,,,,.6,.9,,
156,2018-01-08,3.6,2.2,1924,5.4,1345,10.87,,,,,2.1,9.7,250,2310,3.7,290,2338,1.2,1040,2.3,57,2322,91.9,7.3,1003.3,1016.8,4,1010,1713,1012.3,9.9,0,1300,.81,3.53,,,,,,10,5.5,2.3,-1.5,,,,,,,,,,.5,.8,,
156,2018-01-09,-.1,-1.9,711,2.9,26,15.67,,,,,3,11.5,290,153,4.5,290,159,2,1747,-1.7,53,35,88.4,5.4,1007.1,1017.9,2227,1012.6,23,1016.2,10,1.4,1400,1.05,4.59,5.1,1120,5.1,1120,6.8,8.6,7.6,-1.1,-7.7,,,,,,,,,,.4,.6,,
156,2018-01-10,-3.1,-5,2352,.1,30,21.77,,,,,7.3,9.1,250,800,5,250,805,1.2,1016,-3.7,77,1232,95.5,4.7,1010.4,1024.3,2210,1015.5,547,1019.6,10,.2,1200,.31,1.5,17.1,2352,20.1,2352,17.1,8.6,8.1,-1.2,-2.3,,,,,,,,,,.2,.3,,
156,2018-01-11,-6,-8.6,733,-2.3,1541,17.9,,,,,.9,6.9,20,1650,3.4,50,505,1.5,1339,-8.7,63,1519,81.8,3.2,1018,1030.2,2227,1023.9,101,1027.4,10,4.8,1400,.43,2.27,2.4,850,20.1,1,2.6,7.4,7.4,-1.3,-2.1,,,,,,,,,,.4,.5,,
156,2018-01-12,-6.4,-10.2,744,-1.9,1424,2.62,,,,,0,6.5,20,1504,3.5,50,1731,1.7,1508,-11,52,1452,70.3,2.6,1022.7,1034.1,1042,1030.1,1,1032.2,10,7.3,1100,.92,4.85,.1,150,13.1,150,.1,4,4,-1.4,-4.5,,,,,,,,,,.5,.7,,
156,2018-01-13,-1.9,-7.2,431,4.7,1521,.72,,,,,0,3.1,230,1221,1.7,50,2217,.6,560,-5.4,53,1536,77.6,4.2,1023.8,1034.6,1022,1031.9,1648,1033.2,10,6.6,1200,2.1,9.34,,,9.2,1,,2.9,2.9,-1.3,-5.9,,,,,,,,,,1.1,1.5,,
156,2018-01-14,1.3,-4.2,448,8.5,1422,,,,,,,4.2,180,1402,2.6,200,1430,.7,569,-1.8,51,1311,81.8,5.4,1020.7,1033.6,651,1026.1,2248,1029.8,10,4.5,1100,2.18,9.8,,,4.8,1,,4.6,3.6,-1.6,-7.3,,,,,,,,,,1.2,1.7,,
156,2018-01-15,5.3,1.3,735,11.4,1449,,,,,,,4.5,270,1446,2.7,250,1448,.8,668,2.7,56,1538,84.8,7.4,1015.7,1026.9,932,1022.3,1549,1024.7,10,8.5,1300,1.96,11.95,,,3.6,1,,1.5,1,2.8,-4.7,,,,,,,,,,,1.9,,
156,2018-01-16,4.8,1.8,103,8,1653,13.17,,,,,16.1,8.1,20,1653,4.4,50,1701,1.4,1190,4.5,90,815,98,8.5,1008.6,1023.2,1,1013.9,2310,1017.6,10.1,0,1300,.56,2.32,,,,,,8.9,7,2.8,-5.2,,,,,,,,,,.3,.5,,1.45
156,2018-01-17,5.6,4.3,732,8.5,1606,6.22,,,,,5.6,7,340,1451,3.4,70,1643,.9,793,4.2,69,1556,91.3,8.2,1009.5,1022.3,2145,1013.4,12,1018.5,10.1,2.4,1500,.99,6.44,,,,,,8.5,5.9,4.5,-1.2,,,,,,,,,,.7,1.1,,.48
